token_id,rank,rank_label,rarity_score,tier,kind,name,display_name,handle,special
7397,259,259/8817,2e-15,Epic,generative,WizNerdz #7397,,,Standard
2246,260,260/8817,2e-15,Epic,generative,WizNerdz #2246,,,Standard
8288,261,261/8817,2e-15,Epic,generative,WizNerdz #8288,,,Standard
8719,262,262/8817,2e-15,Epic,generative,WizNerdz #8719,,,Standard
1275,263,263/8817,2e-15,Epic,generative,WizNerdz #1275,,,Standard
8668,264,264/8817,2e-15,Epic,generative,WizNerdz #8668,,,Standard
5595,265,265/8817,2e-15,Epic,generative,WizNerdz #5595,,,Standard
5715,266,266/8817,2e-15,Epic,generative,WizNerdz #5715,,,Standard
236,267,267/8817,2e-15,Epic,generative,WizNerdz #236,,,Standard
5696,268,268/8817,2.1e-15,Epic,generative,WizNerdz #5696,,,Standard
7888,269,269/8817,2.1e-15,Epic,generative,WizNerdz #7888,,,Standard
2725,270,270/8817,2.1e-15,Epic,generative,WizNerdz #2725,,,Standard
5030,271,271/8817,2.1e-15,Epic,generative,WizNerdz #5030,,,Standard
1833,272,272/8817,2.1e-15,Epic,generative,WizNerdz #1833,,,Standard
5239,273,273/8817,2.1e-15,Epic,generative,WizNerdz #5239,,,Standard
2568,274,274/8817,2.1e-15,Epic,generative,WizNerdz #2568,,,Standard
2408,275,275/8817,2.1e-15,Epic,generative,WizNerdz #2408,,,Standard
6327,276,276/8817,2.1e-15,Epic,generative,WizNerdz #6327,,,Standard
1073,277,277/8817,2.2e-15,Epic,generative,WizNerdz #1073,,,Standard
7380,278,278/8817,2.2e-15,Epic,generative,WizNerdz #7380,,,Standard
2760,279,279/8817,2.2e-15,Epic,generative,WizNerdz #2760,,,Standard
7151,280,280/8817,2.2e-15,Epic,generative,WizNerdz #7151,,,Standard
4518,281,281/8817,2.2e-15,Epic,generative,WizNerdz #4518,,,Standard
2482,282,282/8817,2.2e-15,Epic,generative,WizNerdz #2482,,,Standard
6066,283,283/8817,2.2e-15,Epic,generative,WizNerdz #6066,,,Standard
919,284,284/8817,2.2e-15,Epic,generative,WizNerdz #919,,,Standard
4237,285,285/8817,2.2e-15,Epic,generative,WizNerdz #4237,,,Standard
1965,286,286/8817,2.2e-15,Epic,generative,WizNerdz #1965,,,Standard
5916,287,287/8817,2.2e-15,Epic,generative,WizNerdz #5916,,,Standard
4049,288,288/8817,2.2e-15,Epic,generative,WizNerdz #4049,,,Standard
6479,289,289/8817,2.2e-15,Epic,generative,WizNerdz #6479,,,Standard
1209,290,290/8817,2.2e-15,Epic,generative,WizNerdz #1209,,,Standard
6859,291,291/8817,2.2e-15,Epic,generative,WizNerdz #6859,,,Standard
2384,292,292/8817,2.2e-15,Epic,generative,WizNerdz #2384,,,Standard
6876,293,293/8817,2.2e-15,Epic,generative,WizNerdz #6876,,,Standard
5882,294,294/8817,2.2e-15,Epic,generative,WizNerdz #5882,,,Standard
708,295,295/8817,2.2e-15,Epic,generative,WizNerdz #708,,,Standard
6781,296,296/8817,2.3e-15,Epic,generative,WizNerdz #6781,,,Standard
8269,297,297/8817,2.3e-15,Epic,generative,WizNerdz #8269,,,Standard
5343,298,298/8817,2.3e-15,Epic,generative,WizNerdz #5343,,,Standard
2983,299,299/8817,2.3e-15,Epic,generative,WizNerdz #2983,,,Standard
3282,300,300/8817,2.3e-15,Epic,generative,WizNerdz #3282,,,Standard
1423,301,301/8817,2.3e-15,Epic,generative,WizNerdz #1423,,,Standard
6672,302,302/8817,2.4e-15,Epic,generative,WizNerdz #6672,,,Standard
3255,303,303/8817,2.4e-15,Epic,generative,WizNerdz #3255,,,Standard
995,304,304/8817,2.4e-15,Epic,generative,WizNerdz #995,,,Standard
8079,305,305/8817,2.4e-15,Epic,generative,WizNerdz #8079,,,Standard
4162,306,306/8817,2.4e-15,Epic,generative,WizNerdz #4162,,,Standard
6085,307,307/8817,2.4e-15,Epic,generative,WizNerdz #6085,,,Standard
6105,308,308/8817,2.4e-15,Epic,generative,WizNerdz #6105,,,Standard
8645,309,309/8817,2.4e-15,Epic,generative,WizNerdz #8645,,,Standard
4000,310,310/8817,2.4e-15,Epic,generative,WizNerdz #4000,,,Standard
5930,311,311/8817,2.4e-15,Epic,generative,WizNerdz #5930,,,Standard
6894,312,312/8817,2.4e-15,Epic,generative,WizNerdz #6894,,,Standard
2271,313,313/8817,2.4e-15,Epic,generative,WizNerdz #2271,,,Standard
8365,314,314/8817,2.5e-15,Epic,generative,WizNerdz #8365,,,Standard
4209,315,315/8817,2.5e-15,Epic,generative,WizNerdz #4209,,,Standard
2547,316,316/8817,2.5e-15,Epic,generative,WizNerdz #2547,,,Standard
6371,317,317/8817,2.5e-15,Epic,generative,WizNerdz #6371,,,Standard
5442,318,318/8817,2.5e-15,Epic,generative,WizNerdz #5442,,,Standard
3083,319,319/8817,2.5e-15,Epic,generative,WizNerdz #3083,,,Standard
8808,320,320/8817,2.5e-15,Epic,generative,WizNerdz #8808,,,Standard
2214,321,321/8817,2.5e-15,Epic,generative,WizNerdz #2214,,,Standard
6805,322,322/8817,2.5e-15,Epic,generative,WizNerdz #6805,,,Standard
4059,323,323/8817,2.5e-15,Epic,generative,WizNerdz #4059,,,Standard
4576,324,324/8817,2.5e-15,Epic,generative,WizNerdz #4576,,,Standard
3822,325,325/8817,2.5e-15,Epic,generative,WizNerdz #3822,,,Standard
4178,326,326/8817,2.5e-15,Epic,generative,WizNerdz #4178,,,Standard
1312,327,327/8817,2.5e-15,Epic,generative,WizNerdz #1312,,,Standard
8282,328,328/8817,2.5e-15,Epic,generative,WizNerdz #8282,,,Standard
7479,329,329/8817,2.5e-15,Epic,generative,WizNerdz #7479,,,Standard
953,330,330/8817,2.6e-15,Epic,generative,WizNerdz #953,,,Standard
389,331,331/8817,2.6e-15,Epic,generative,WizNerdz #389,,,Standard
3974,332,332/8817,2.6e-15,Epic,generative,WizNerdz #3974,,,Standard
3127,333,333/8817,2.6e-15,Epic,generative,WizNerdz #3127,,,Standard
3972,334,334/8817,2.6e-15,Epic,generative,WizNerdz #3972,,,Standard
6193,335,335/8817,2.6e-15,Epic,generative,WizNerdz #6193,,,Standard
2406,336,336/8817,2.6e-15,Epic,generative,WizNerdz #2406,,,Standard
771,337,337/8817,2.6e-15,Epic,generative,WizNerdz #771,,,Standard
7488,338,338/8817,2.6e-15,Epic,generative,WizNerdz #7488,,,Standard
6415,339,339/8817,2.6e-15,Epic,generative,WizNerdz #6415,,,Standard
7631,340,340/8817,2.7e-15,Epic,generative,WizNerdz #7631,,,Standard
1065,341,341/8817,2.7e-15,Epic,generative,WizNerdz #1065,,,Standard
5732,342,342/8817,2.7e-15,Epic,generative,WizNerdz #5732,,,Standard
7816,343,343/8817,2.7e-15,Epic,generative,WizNerdz #7816,,,Standard
1485,344,344/8817,2.7e-15,Epic,generative,WizNerdz #1485,,,Standard
2789,345,345/8817,2.7e-15,Epic,generative,WizNerdz #2789,,,Standard
2796,346,346/8817,2.7e-15,Epic,generative,WizNerdz #2796,,,Standard
4579,347,347/8817,2.7e-15,Epic,generative,WizNerdz #4579,,,Standard
4120,348,348/8817,2.7e-15,Epic,generative,WizNerdz #4120,,,Standard
4383,349,349/8817,2.7e-15,Epic,generative,WizNerdz #4383,,,Standard
7075,350,350/8817,2.7e-15,Epic,generative,WizNerdz #7075,,,Standard
1509,351,351/8817,2.8e-15,Epic,generative,WizNerdz #1509,,,Standard
3755,352,352/8817,2.8e-15,Epic,generative,WizNerdz #3755,,,Standard
4784,353,353/8817,2.8e-15,Epic,generative,WizNerdz #4784,,,Standard
7818,354,354/8817,2.8e-15,Epic,generative,WizNerdz #7818,,,Standard
8286,355,355/8817,2.8e-15,Epic,generative,WizNerdz #8286,,,Standard
4992,356,356/8817,2.8e-15,Epic,generative,WizNerdz #4992,,,Standard
391,357,357/8817,2.8e-15,Epic,generative,WizNerdz #391,,,Standard
6940,358,358/8817,2.8e-15,Epic,generative,WizNerdz #6940,,,Standard
233,359,359/8817,2.8e-15,Epic,generative,WizNerdz #233,,,Standard
1660,360,360/8817,2.8e-15,Epic,generative,WizNerdz #1660,,,Standard
7295,361,361/8817,2.8e-15,Epic,generative,WizNerdz #7295,,,Standard
3110,362,362/8817,2.8e-15,Epic,generative,WizNerdz #3110,,,Standard
7533,363,363/8817,2.8e-15,Epic,generative,WizNerdz #7533,,,Standard
3983,364,364/8817,2.9e-15,Epic,generative,WizNerdz #3983,,,Standard
1767,365,365/8817,2.9e-15,Epic,generative,WizNerdz #1767,,,Standard
7720,366,366/8817,2.9e-15,Epic,generative,WizNerdz #7720,,,Standard
2146,367,367/8817,2.9e-15,Epic,generative,WizNerdz #2146,,,Standard
3310,368,368/8817,2.9e-15,Epic,generative,WizNerdz #3310,,,Standard
7757,369,369/8817,2.9e-15,Epic,generative,WizNerdz #7757,,,Standard
3634,370,370/8817,2.9e-15,Epic,generative,WizNerdz #3634,,,Standard
2712,371,371/8817,2.9e-15,Epic,generative,WizNerdz #2712,,,Standard
633,372,372/8817,2.9e-15,Epic,generative,WizNerdz #633,,,Standard
1911,373,373/8817,3e-15,Epic,generative,WizNerdz #1911,,,Standard
3968,374,374/8817,3e-15,Epic,generative,WizNerdz #3968,,,Standard
8374,375,375/8817,3e-15,Epic,generative,WizNerdz #8374,,,Standard
5421,376,376/8817,3e-15,Epic,generative,WizNerdz #5421,,,Standard
579,377,377/8817,3e-15,Epic,generative,WizNerdz #579,,,Standard
8004,378,378/8817,3e-15,Epic,generative,WizNerdz #8004,,,Standard
4801,379,379/8817,3e-15,Epic,generative,WizNerdz #4801,,,Standard
2114,380,380/8817,3e-15,Epic,generative,WizNerdz #2114,,,Standard
1531,381,381/8817,3e-15,Epic,generative,WizNerdz #1531,,,Standard
2867,382,382/8817,3e-15,Epic,generative,WizNerdz #2867,,,Standard
7200,383,383/8817,3e-15,Epic,generative,WizNerdz #7200,,,Standard
4426,384,384/8817,3e-15,Epic,generative,WizNerdz #4426,,,Standard
1840,385,385/8817,3e-15,Epic,generative,WizNerdz #1840,,,Standard
8801,386,386/8817,3e-15,Epic,generative,WizNerdz #8801,,,Standard
4177,387,387/8817,3e-15,Epic,generative,WizNerdz #4177,,,Standard
2574,388,388/8817,3.1e-15,Epic,generative,WizNerdz #2574,,,Standard
7127,389,389/8817,3.1e-15,Epic,generative,WizNerdz #7127,,,Standard
2998,390,390/8817,3.1e-15,Epic,generative,WizNerdz #2998,,,Standard
1006,391,391/8817,3.1e-15,Epic,generative,WizNerdz #1006,,,Standard
6176,392,392/8817,3.1e-15,Epic,generative,WizNerdz #6176,,,Standard
5784,393,393/8817,3.1e-15,Epic,generative,WizNerdz #5784,,,Standard
26,394,394/8817,3.1e-15,Epic,generative,WizNerdz #26,,,Standard
5515,395,395/8817,3.1e-15,Epic,generative,WizNerdz #5515,,,Standard
666,396,396/8817,3.1e-15,Epic,generative,WizNerdz #666,,,Standard
5077,397,397/8817,3.1e-15,Epic,generative,WizNerdz #5077,,,Standard
6700,398,398/8817,3.1e-15,Epic,generative,WizNerdz #6700,,,Standard
1550,399,399/8817,3.1e-15,Epic,generative,WizNerdz #1550,,,Standard
7088,400,400/8817,3.1e-15,Epic,generative,WizNerdz #7088,,,Standard
8688,401,401/8817,3.1e-15,Epic,generative,WizNerdz #8688,,,Standard
605,402,402/8817,3.1e-15,Epic,generative,WizNerdz #605,,,Standard
7435,403,403/8817,3.1e-15,Epic,generative,WizNerdz #7435,,,Standard
8793,404,404/8817,3.1e-15,Epic,generative,WizNerdz #8793,,,Standard
407,405,405/8817,3.1e-15,Epic,generative,WizNerdz #407,,,Standard
352,406,406/8817,3.2e-15,Epic,generative,WizNerdz #352,,,Standard
2863,407,407/8817,3.2e-15,Epic,generative,WizNerdz #2863,,,Standard
5129,408,408/8817,3.2e-15,Epic,generative,WizNerdz #5129,,,Standard
2877,409,409/8817,3.2e-15,Epic,generative,WizNerdz #2877,,,Standard
1203,410,410/8817,3.2e-15,Epic,generative,WizNerdz #1203,,,Standard
3195,411,411/8817,3.2e-15,Epic,generative,WizNerdz #3195,,,Standard
5906,412,412/8817,3.2e-15,Epic,generative,WizNerdz #5906,,,Standard
6524,413,413/8817,3.2e-15,Epic,generative,WizNerdz #6524,,,Standard
7468,414,414/8817,3.2e-15,Epic,generative,WizNerdz #7468,,,Standard
977,415,415/8817,3.2e-15,Epic,generative,WizNerdz #977,,,Standard
4011,416,416/8817,3.2e-15,Epic,generative,WizNerdz #4011,,,Standard
161,417,417/8817,3.3e-15,Epic,generative,WizNerdz #161,,,Standard
2901,418,418/8817,3.3e-15,Epic,generative,WizNerdz #2901,,,Standard
5596,419,419/8817,3.3e-15,Epic,generative,WizNerdz #5596,,,Standard
1526,420,420/8817,3.3e-15,Epic,generative,WizNerdz #1526,,,Standard
4244,421,421/8817,3.3e-15,Epic,generative,WizNerdz #4244,,,Standard
1357,422,422/8817,3.3e-15,Epic,generative,WizNerdz #1357,,,Standard
5936,423,423/8817,3.3e-15,Epic,generative,WizNerdz #5936,,,Standard
7084,424,424/8817,3.3e-15,Epic,generative,WizNerdz #7084,,,Standard
8213,425,425/8817,3.3e-15,Epic,generative,WizNerdz #8213,,,Standard
7466,426,426/8817,3.3e-15,Epic,generative,WizNerdz #7466,,,Standard
5698,427,427/8817,3.4e-15,Epic,generative,WizNerdz #5698,,,Standard
4828,428,428/8817,3.4e-15,Epic,generative,WizNerdz #4828,,,Standard
8415,429,429/8817,3.4e-15,Epic,generative,WizNerdz #8415,,,Standard
1570,430,430/8817,3.4e-15,Epic,generative,WizNerdz #1570,,,Standard
2920,431,431/8817,3.4e-15,Epic,generative,WizNerdz #2920,,,Standard
3120,432,432/8817,3.4e-15,Epic,generative,WizNerdz #3120,,,Standard
1422,433,433/8817,3.4e-15,Epic,generative,WizNerdz #1422,,,Standard
1869,434,434/8817,3.4e-15,Epic,generative,WizNerdz #1869,,,Standard
1045,435,435/8817,3.4e-15,Epic,generative,WizNerdz #1045,,,Standard
8459,436,436/8817,3.4e-15,Epic,generative,WizNerdz #8459,,,Standard
2107,437,437/8817,3.4e-15,Epic,generative,WizNerdz #2107,,,Standard
1303,438,438/8817,3.4e-15,Epic,generative,WizNerdz #1303,,,Standard
5948,439,439/8817,3.4e-15,Epic,generative,WizNerdz #5948,,,Standard
1752,440,440/8817,3.5e-15,Epic,generative,WizNerdz #1752,,,Standard
8582,441,441/8817,3.5e-15,Rare,generative,WizNerdz #8582,,,Standard
4607,442,442/8817,3.5e-15,Rare,generative,WizNerdz #4607,,,Standard
2588,443,443/8817,3.5e-15,Rare,generative,WizNerdz #2588,,,Standard
7207,444,444/8817,3.5e-15,Rare,generative,WizNerdz #7207,,,Standard
8492,445,445/8817,3.5e-15,Rare,generative,WizNerdz #8492,,,Standard
7020,446,446/8817,3.5e-15,Rare,generative,WizNerdz #7020,,,Standard
6648,447,447/8817,3.5e-15,Rare,generative,WizNerdz #6648,,,Standard
6977,448,448/8817,3.5e-15,Rare,generative,WizNerdz #6977,,,Standard
1481,449,449/8817,3.5e-15,Rare,generative,WizNerdz #1481,,,Standard
2556,450,450/8817,3.5e-15,Rare,generative,WizNerdz #2556,,,Standard
6167,451,451/8817,3.5e-15,Rare,generative,WizNerdz #6167,,,Standard
3095,452,452/8817,3.5e-15,Rare,generative,WizNerdz #3095,,,Standard
830,453,453/8817,3.5e-15,Rare,generative,WizNerdz #830,,,Standard
5300,454,454/8817,3.6e-15,Rare,generative,WizNerdz #5300,,,Standard
8394,455,455/8817,3.6e-15,Rare,generative,WizNerdz #8394,,,Standard
4253,456,456/8817,3.6e-15,Rare,generative,WizNerdz #4253,,,Standard
8556,457,457/8817,3.6e-15,Rare,generative,WizNerdz #8556,,,Standard
8070,458,458/8817,3.6e-15,Rare,generative,WizNerdz #8070,,,Standard
7747,459,459/8817,3.6e-15,Rare,generative,WizNerdz #7747,,,Standard
883,460,460/8817,3.6e-15,Rare,generative,WizNerdz #883,,,Standard
1044,461,461/8817,3.6e-15,Rare,generative,WizNerdz #1044,,,Standard
8310,462,462/8817,3.6e-15,Rare,generative,WizNerdz #8310,,,Standard
4130,463,463/8817,3.6e-15,Rare,generative,WizNerdz #4130,,,Standard
3029,464,464/8817,3.6e-15,Rare,generative,WizNerdz #3029,,,Standard
591,465,465/8817,3.6e-15,Rare,generative,WizNerdz #591,,,Standard
7573,466,466/8817,3.6e-15,Rare,generative,WizNerdz #7573,,,Standard
4204,467,467/8817,3.6e-15,Rare,generative,WizNerdz #4204,,,Standard
7649,468,468/8817,3.7e-15,Rare,generative,WizNerdz #7649,,,Standard
5073,469,469/8817,3.7e-15,Rare,generative,WizNerdz #5073,,,Standard
1842,470,470/8817,3.7e-15,Rare,generative,WizNerdz #1842,,,Standard
8023,471,471/8817,3.7e-15,Rare,generative,WizNerdz #8023,,,Standard
3710,472,472/8817,3.7e-15,Rare,generative,WizNerdz #3710,,,Standard
566,473,473/8817,3.7e-15,Rare,generative,WizNerdz #566,,,Standard
5397,474,474/8817,3.7e-15,Rare,generative,WizNerdz #5397,,,Standard
7147,475,475/8817,3.8e-15,Rare,generative,WizNerdz #7147,,,Standard
3038,476,476/8817,3.8e-15,Rare,generative,WizNerdz #3038,,,Standard
4809,477,477/8817,3.8e-15,Rare,generative,WizNerdz #4809,,,Standard
5405,478,478/8817,3.8e-15,Rare,generative,WizNerdz #5405,,,Standard
5578,479,479/8817,3.8e-15,Rare,generative,WizNerdz #5578,,,Standard
6961,480,480/8817,3.8e-15,Rare,generative,WizNerdz #6961,,,Standard
4851,481,481/8817,3.8e-15,Rare,generative,WizNerdz #4851,,,Standard
2404,482,482/8817,3.8e-15,Rare,generative,WizNerdz #2404,,,Standard
337,483,483/8817,3.8e-15,Rare,generative,WizNerdz #337,,,Standard
5726,484,484/8817,3.8e-15,Rare,generative,WizNerdz #5726,,,Standard
8624,485,485/8817,3.8e-15,Rare,generative,WizNerdz #8624,,,Standard
4702,486,486/8817,3.8e-15,Rare,generative,WizNerdz #4702,,,Standard
4482,487,487/8817,3.9e-15,Rare,generative,WizNerdz #4482,,,Standard
2631,488,488/8817,3.9e-15,Rare,generative,WizNerdz #2631,,,Standard
1973,489,489/8817,3.9e-15,Rare,generative,WizNerdz #1973,,,Standard
4819,490,490/8817,3.9e-15,Rare,generative,WizNerdz #4819,,,Standard
7190,491,491/8817,4e-15,Rare,generative,WizNerdz #7190,,,Standard
3122,492,492/8817,4e-15,Rare,generative,WizNerdz #3122,,,Standard
7761,493,493/8817,4e-15,Rare,generative,WizNerdz #7761,,,Standard
2409,494,494/8817,4e-15,Rare,generative,WizNerdz #2409,,,Standard
7148,495,495/8817,4e-15,Rare,generative,WizNerdz #7148,,,Standard
4930,496,496/8817,4e-15,Rare,generative,WizNerdz #4930,,,Standard
8861,497,497/8817,4e-15,Rare,generative,WizNerdz #8861,,,Standard
7798,498,498/8817,4.1e-15,Rare,generative,WizNerdz #7798,,,Standard
1664,499,499/8817,4.1e-15,Rare,generative,WizNerdz #1664,,,Standard
4368,500,500/8817,4.1e-15,Rare,generative,WizNerdz #4368,,,Standard
3262,501,501/8817,4.1e-15,Rare,generative,WizNerdz #3262,,,Standard
7855,502,502/8817,4.1e-15,Rare,generative,WizNerdz #7855,,,Standard
1472,503,503/8817,4.1e-15,Rare,generative,WizNerdz #1472,,,Standard
7271,504,504/8817,4.1e-15,Rare,generative,WizNerdz #7271,,,Standard
8203,505,505/8817,4.1e-15,Rare,generative,WizNerdz #8203,,,Standard
5400,506,506/8817,4.1e-15,Rare,generative,WizNerdz #5400,,,Standard
4960,507,507/8817,4.1e-15,Rare,generative,WizNerdz #4960,,,Standard
4690,508,508/8817,4.1e-15,Rare,generative,WizNerdz #4690,,,Standard
1823,509,509/8817,4.2e-15,Rare,generative,WizNerdz #1823,,,Standard
3437,510,510/8817,4.2e-15,Rare,generative,WizNerdz #3437,,,Standard
7775,511,511/8817,4.2e-15,Rare,generative,WizNerdz #7775,,,Standard
3073,512,512/8817,4.2e-15,Rare,generative,WizNerdz #3073,,,Standard
7769,513,513/8817,4.2e-15,Rare,generative,WizNerdz #7769,,,Standard
6976,514,514/8817,4.2e-15,Rare,generative,WizNerdz #6976,,,Standard
7309,515,515/8817,4.2e-15,Rare,generative,WizNerdz #7309,,,Standard
4500,516,516/8817,4.2e-15,Rare,generative,WizNerdz #4500,,,Standard
7582,517,517/8817,4.2e-15,Rare,generative,WizNerdz #7582,,,Standard
465,518,518/8817,4.2e-15,Rare,generative,WizNerdz #465,,,Standard
507,519,519/8817,4.2e-15,Rare,generative,WizNerdz #507,,,Standard
65,520,520/8817,4.3e-15,Rare,generative,WizNerdz #65,,,Standard
7448,521,521/8817,4.3e-15,Rare,generative,WizNerdz #7448,,,Standard
6763,522,522/8817,4.3e-15,Rare,generative,WizNerdz #6763,,,Standard
5183,523,523/8817,4.3e-15,Rare,generative,WizNerdz #5183,,,Standard
330,524,524/8817,4.3e-15,Rare,generative,WizNerdz #330,,,Standard
6904,525,525/8817,4.3e-15,Rare,generative,WizNerdz #6904,,,Standard
2265,526,526/8817,4.3e-15,Rare,generative,WizNerdz #2265,,,Standard
8356,527,527/8817,4.3e-15,Rare,generative,WizNerdz #8356,,,Standard
1627,528,528/8817,4.3e-15,Rare,generative,WizNerdz #1627,,,Standard
4215,529,529/8817,4.3e-15,Rare,generative,WizNerdz #4215,,,Standard
1630,530,530/8817,4.4e-15,Rare,generative,WizNerdz #1630,,,Standard
8845,531,531/8817,4.4e-15,Rare,generative,WizNerdz #8845,,,Standard
8393,532,532/8817,4.4e-15,Rare,generative,WizNerdz #8393,,,Standard
8279,533,533/8817,4.4e-15,Rare,generative,WizNerdz #8279,,,Standard
6032,534,534/8817,4.4e-15,Rare,generative,WizNerdz #6032,,,Standard
3939,535,535/8817,4.4e-15,Rare,generative,WizNerdz #3939,,,Standard
5424,536,536/8817,4.4e-15,Rare,generative,WizNerdz #5424,,,Standard
6828,537,537/8817,4.4e-15,Rare,generative,WizNerdz #6828,,,Standard
7668,538,538/8817,4.4e-15,Rare,generative,WizNerdz #7668,,,Standard
1516,539,539/8817,4.4e-15,Rare,generative,WizNerdz #1516,,,Standard
444,540,540/8817,4.4e-15,Rare,generative,WizNerdz #444,,,Standard
2779,541,541/8817,4.4e-15,Rare,generative,WizNerdz #2779,,,Standard
1829,542,542/8817,4.4e-15,Rare,generative,WizNerdz #1829,,,Standard
504,543,543/8817,4.4e-15,Rare,generative,WizNerdz #504,,,Standard
3553,544,544/8817,4.4e-15,Rare,generative,WizNerdz #3553,,,Standard
1628,545,545/8817,4.4e-15,Rare,generative,WizNerdz #1628,,,Standard
2332,546,546/8817,4.4e-15,Rare,generative,WizNerdz #2332,,,Standard
3168,547,547/8817,4.5e-15,Rare,generative,WizNerdz #3168,,,Standard
7548,548,548/8817,4.5e-15,Rare,generative,WizNerdz #7548,,,Standard
6587,549,549/8817,4.5e-15,Rare,generative,WizNerdz #6587,,,Standard
148,550,550/8817,4.5e-15,Rare,generative,WizNerdz #148,,,Standard
2535,551,551/8817,4.5e-15,Rare,generative,WizNerdz #2535,,,Standard
2817,552,552/8817,4.5e-15,Rare,generative,WizNerdz #2817,,,Standard
491,553,553/8817,4.5e-15,Rare,generative,WizNerdz #491,,,Standard
7956,554,554/8817,4.5e-15,Rare,generative,WizNerdz #7956,,,Standard
3512,555,555/8817,4.5e-15,Rare,generative,WizNerdz #3512,,,Standard
1343,556,556/8817,4.5e-15,Rare,generative,WizNerdz #1343,,,Standard
5453,557,557/8817,4.5e-15,Rare,generative,WizNerdz #5453,,,Standard
2173,558,558/8817,4.5e-15,Rare,generative,WizNerdz #2173,,,Standard
5440,559,559/8817,4.6e-15,Rare,generative,WizNerdz #5440,,,Standard
6913,560,560/8817,4.6e-15,Rare,generative,WizNerdz #6913,,,Standard
283,561,561/8817,4.6e-15,Rare,generative,WizNerdz #283,,,Standard
8217,562,562/8817,4.6e-15,Rare,generative,WizNerdz #8217,,,Standard
5695,563,563/8817,4.6e-15,Rare,generative,WizNerdz #5695,,,Standard
5423,564,564/8817,4.6e-15,Rare,generative,WizNerdz #5423,,,Standard
7393,565,565/8817,4.7e-15,Rare,generative,WizNerdz #7393,,,Standard
7799,566,566/8817,4.7e-15,Rare,generative,WizNerdz #7799,,,Standard
2229,567,567/8817,4.7e-15,Rare,generative,WizNerdz #2229,,,Standard
1176,568,568/8817,4.7e-15,Rare,generative,WizNerdz #1176,,,Standard
1359,569,569/8817,4.7e-15,Rare,generative,WizNerdz #1359,,,Standard
2788,570,570/8817,4.7e-15,Rare,generative,WizNerdz #2788,,,Standard
1187,571,571/8817,4.7e-15,Rare,generative,WizNerdz #1187,,,Standard
7735,572,572/8817,4.8e-15,Rare,generative,WizNerdz #7735,,,Standard
1898,573,573/8817,4.8e-15,Rare,generative,WizNerdz #1898,,,Standard
